"score","tier","company","modality","stage","outreach_difficulty","hq_city","hq_country","founded_year","total_raised_usd","last_round_type","last_round_amount_usd","last_round_date","bench_headcount","in_house_dna_synth","in_house_protein_prod","service_fit_summary","max_estimated_annual_orders","hiring_wet_lab","contact_count","contacts","confidence","recommended_pitch","rationale","brief_path"
"4","tier2_warm","Nabla Bio","antibody","series_B","moderate","Cambridge","United States","2020","","Series A","26000000","2024-05","30","partial","yes","DNA=high Ecoli=low CF=low E2E=medium","10000+","True","2","Surge Biswas (CEO and Co-founder); Frances Anastassacos (President and Co-founder)","high","Nabla generates an estimated 10,000+ short DNA constructs annually (VH/VL gene pairs, linker/promoter variants) to feed their million-antibody-per-quarter mammalian expression pipeline. Your clonal DNA synthesis ($50/assembly, 100+ constructs/order) cuts cost vs. incumbent vendors by 50% while maintaining quality for high-throughput screening. Pitch the cost advantage + integration with their existing mammalian expression infrastructure (no need for E. coli compatibility). Offer a trial on 500-1000 constructs for one target, with data comparing cycle time and cost to their current vendor. If they use Twist/IDT, emphasize faster turnaround on small libraries; if they are building in-house synthesis, position as a bridge solution while their platform matures.","Nabla is a strong fit for clonal DNA synthesis under 2 kb (high volume, high frequency, low-cost demand) and has partial fit for end-to-end binder workflows (though they have substantial in-house capability). The company is AI-native, design-heavy, and generates 10,000+ constructs annually. The main downgrade from '5' to '4' is: (1) they already have in-house protein production (reducing expression-service fit to 'low'), (2) they are Series A/B stage with pharma partnerships, creating moderate o","targets/briefs/nabla_bio.md"
"4","tier1_hot","Nanograb","AAV_or_gene_therapy","seed_to_series_A","easy","San Francisco","United States","2023","500000","Convertible","500000","","5","partial","partial","DNA=high Ecoli=high CF=medium E2E=high","100-1000","True","3","Debesh Mandal (Co-founder and CEO); Shanil Panara (Co-founder, In Silico Lead); Christopher Lau (Co-founder, Product Lead)","high","Nanograb is generating dozens of peptide-binder candidates each quarter and needs fast, cost-effective DNA synthesis and high-throughput bacterial expression for rapid iteration. Pitch: 'We offer clonal DNA synthesis at $50/construct (half your incumbent cost) + same-day KRX expression + BLI characterization in a single workflow. For your preclinical discovery phase, this cuts iteration cycles from 2–3 weeks to 5–7 days, letting you test 5–10x more binder combinations per quarter without slowing your path to IND.' Emphasize: (1) speed (overnight turnaround available); (2) cost (significant margin vs. Twist/IDT for bulk orders); (3) integrated BLI (eliminate handoff bottlenecks); (4) flexibility (support variants, codon optimization, synthetic biology constructs <2 kb); (5) partnership approach (we grow with you as you scale through Series A and beyond).","Nanograb is an exceptional fit. (1) Primary modality (peptide-binder engineering + gene delivery) aligns perfectly with E. coli expression and BLI screening. (2) High-volume preclinical DNA/peptide synthesis needs match our clonal DNA and expression services. (3) Early-stage, well-funded (YC S23), actively hiring, no known procurement lock-in. (4) Founders have biotech credibility and academic pedigree (Imperial, multivalency expertise). (5) Rapidly generating multiple design iterations per quar","targets/briefs/nanograb.md"
"4","tier2_warm","Numen (operating as Cleancard)","enzyme","seed_to_series_A","easy","London","United Kingdom","2021","5000000","Pre-seed","5000000","2023-09","8","partial","partial","DNA=high Ecoli=high CF=medium E2E=medium","1000-10000","True","3","Thomas Carroll (CSO & Co-Founder); Luca Springer (CEO & Co-Founder); Amber Casillas (Clinical Research Scientist)","medium","Position clonal DNA + KRX expression services as the 'iteration engine' for Cleancard's biomarker targeting velocity. Emphasize: (1) cost ($50/assembly vs. $100–150 incumbent) allows rapid design cycles without budget drag; (2) fast turnaround (48–72h) supports the '10 biomarkers per batch' velocity they've demonstrated; (3) end-to-end workflow (synthesis → expression → purification) eliminates handoff delays. Offer discounted pilot block (100–200 constructs) at Series A close, tied to long-term volume commitment once clinical validation data support scale-up. Reference Mayo Clinic Platform investment as validation of regulatory / commercial credibility.","Strong fit on two of four service lines (clonal DNA, E. coli expression) with credible high-volume demand (1000–10k short constructs/year). Founders' deep biotech expertise and Rhodes Scholar credibility indicate serious execution. Pre-seed stage = easy outreach, no procurement overhead. Partial in-house synthesis and expression capability downgrades score by 1 level (from 5) per rubric. Risks: regulatory/clinical pathway uncertainty for at-home cancer diagnostics may delay pivot to manufacturin","targets/briefs/numen_operating_as_cleancard.md"
"4","tier2_warm","Phenomic AI","antibody","series_B","moderate","Toronto","Canada","2017","8740000","Seed","6000000","2020-10","8","no","partial","DNA=high Ecoli=medium CF=low E2E=high","100-1000","True","3","Girish Aakalu (CEO); Michael (Mike) Briskin (Chief Scientific Officer); Sam Cooper (CTO (co-founder))","high","Your scTx platform generates hundreds of AI-optimized antibody variants per cycle. Our end-to-end binder workflow (DNA synthesis + E. coli KRX expression + Gator BLI quantification at $50/assembly + $X/expression) can give you quantitative affinity data on 500-1000 constructs/month, enabling 5-10x faster hit-to-lead cycles than manual expression. Perfect for rapid validation of CD3 engager fragments and scFv variants from your internal pipeline. We also offer bulk clonal DNA for pooled variant libraries. Let's discuss how we can be a backbone vendor for your antibody optimization.","Strong fit on clonal_dna_under_2kb (high), end_to_end_binder_workflow (high), and medium fit on ecoli_krx_expression. Primary modality is antibody, which aligns with our E. coli-compatible expression and BLI characterization services. ~20 headcount, ~8 engaged in antibody discovery/engineering, likely ordering 100-1000 short constructs annually for VH/VL variants and scFv prototyping. Company is building internal pipeline and partnering with Boehringer/Astellas, both of which create design itera","targets/briefs/phenomic_ai.md"
"4","tier2_warm","Quantum Sky","enzyme","seed_to_series_A","moderate","Cambridge","USA","2022","","","","","","no","partial","DNA=high Ecoli=high CF=medium E2E=medium","1000-10000","True","2","Chengwei Luo (Co-founder and CEO, Quantum Sky; Founder and CEO, Jorna Therapeutics); Alán Aspuru-Guzik (Scientific Advisor, Quantum Sky; Professor, University of Toronto; CIFAR AI Chair, Vector Institute)","medium","","Strong fit on clonal_dna_under_2kb and ecoli_krx_expression (primary modalities: gene-editing enzymes, delivery scaffolds, optimized protein variants); likely 1000–10k annual assemblies + 100–1000 expression runs. Wet-lab intensity and validation workflow align well with our KRX + quantification service. Subsidiary structure multiplies demand across Jorna (RNA editors), Rosetta Bio (enzymes), Entrega (delivery). Platform company with demonstrated partnerships (Ono, Roche, Gates, Sherlock) valida","targets/briefs/quantum_sky.md"
"4","tier2_warm","Scindo","enzyme","seed_to_series_A","easy","London","United Kingdom","2020","7430000","Seed","5400000","2025-09","4","no","partial","DNA=high Ecoli=high CF=high E2E=low","1000-10000","True","2","Gustaf Hemberg (CEO & Co-founder); Toni Nurminen (Machine Learning Lead)","high","","<cite index=""1-2,2-12,6-2"">Scindo combines AI enzyme engineering with explicit wet-lab scaling, making it a natural fit for clonal DNA synthesis and E. coli expression services.</cite> High fit on three of four service lines (clonal DNA, E. coli expression, cell-free); established partnerships with specialty chemical manufacturers signal near-term commercial demand. Team is early-stage, actively hiring, and actively scaling; low procurement friction. Primary limitation: current headcount (~7) me","targets/briefs/scindo.md"
"4","tier2_warm","Synbio Technologies","miniprotein_or_nanobody","mature","moderate","Monmouth Junction","United States","2013","15200000","Series A","13000000","2018-07","","partial","yes","DNA=high Ecoli=high CF=medium E2E=high","unknown","True","0","","medium","Position clonal DNA assembly ($50/reaction, 100+ per year volume discounts) as complement to their existing Twist partnership for ultra-short constructs (<2 kb), freeing Synbio's engineering team from routine assembly and allowing them to focus on expression optimization and antibody discovery. Emphasize cost arbitrage: current Twist/IDT/GenScript pricing is 2-3× higher. Offer pilot workflow with 50 short constructs to demonstrate savings and integrate into their antibody discovery pipeline (design → synthesis → expression → AI characterization).","Strong fit on clonal DNA assembly (high demand for short constructs in their customer base), E. coli expression (core competency), and end-to-end binder workflow (AI-guided pairing + production). However, (a) company already has in-house protein production capacity, reducing dependency on external expression services; (b) they already partner with Twist for DNA synthesis, suggesting they may have established vendor relationships; (c) last funding round was 7.5 years ago, indicating potential mat","targets/briefs/synbio_technologies.md"
"4","tier2_warm","SynsoryBio","antibody","seed_to_series_A","easy","Somerville","USA","2023","510000","Grant","275000","2024-07","2","no","no","DNA=high Ecoli=high CF=medium E2E=high","1000-10000","True","2","Elliot Tague (Co-founder); Nathan Tague (Co-founder)","medium","Position SynsoryBio as your outsourced 'protein engineering infrastructure partner' for rapid iteration cycles. Emphasize: (1) clonal DNA assembly speed and cost for bispecific antibody VH/VL variants and optogenetic construct design; (2) E. coli KRX expression for rapid LOVdeg-tag validation and bacterial-expression-friendly prototypes; (3) end-to-end binder workflow (DNA→expression→BLI) to accelerate disease-marker-binding validation. Highlight cost advantage vs. incumbent vendors (50% cheaper DNA at scale) and low friction onboarding for pre-Seed/Seed teams. Suggest a 6-month partnership to support IND-enabling studies (Q1–Q2 2025) with bundled pricing on DNA + expression for volume discount. Lead with case study: bispecific antibody teams that shipped 150+ constructs in <12 months.","Strong fit on multiple service lines (clonal DNA, E. coli KRX, cell-free, end-to-end binder workflow) due to (a) primary modality = antibody/protein engineering, (b) high DNA/protein synthesis demand for preclinical prototyping, (c) zero in-house synthesis capability, (d) small team that values outsourced infrastructure, (e) very early stage (easy outreach). Score not 5 because: (i) preclinical attrition risk (no clinical data yet), (ii) tiny headcount limits immediate order volume, (iii) only ~","targets/briefs/synsorybio.md"
"4","tier2_warm","TeselaGen Biotechnology","enzyme","series_B","moderate","Portola Valley","USA","2011","9400000","Non-equity assistance","","2023-09","10","no","no","DNA=high Ecoli=medium CF=medium E2E=high","1000-10000","False","2","Eduardo Abeliuk (CEO & Founder); Head of Growth (name partially redacted in LeadIQ) (Head of Growth)","high","TeselaGen's Tesela AI is generating hundreds of designed mini-binders, nanobodies, and antibody variants monthly—but your customers must route each design through separate synthesis, expression, and characterization partners. We can collapse that pipeline: our service integrates clonal DNA assembly ($50/construct, <2kb), direct E. coli KRX expression, and Gator BLI binding kinetics in a single workflow. This is the 'express-characterize' layer your platform needs. For your top 10-20 binder-design customers, we can offer white-label integration or direct service, turning Tesela AI output directly into validated binding data—accelerating your DBTL cycle further and deepening customer stickiness. Let's pilot this with a research partner or friendly customer.","TeselaGen is a warm-to-hot prospect for our clonal DNA synthesis and integrated binder workflow services. Scoring rationale: (1) Primary modality (enzyme/protein design) with E. coli expression is core use case, aligning well with our KRX expression and BLI binder workflow service (fit: high/high). (2) Massive DNA synthesis demand signal from iterative DBTL cycles and combinatorial library design (1000-10000 clones/year estimated). (3) Integrated platform positioning means customers expect seaml","targets/briefs/teselagen_biotechnology.md"
"4","tier2_warm","Tessera Therapeutics","mRNA_or_RNA","series_C_plus","moderate","Cambridge","USA","2018","630000000","Series C","300000000","2022-04","80","partial","partial","DNA=medium Ecoli=high CF=high E2E=low","1000-10000","True","4","Michael Holmes (Chief Scientific Officer); Jacob Rubens (Co-Founder, Chief Innovation Officer); Cecilia Cotta-Ramusino (Senior Vice President, Head of Platform)","high","Position as 'acceleration partner for platform optimization': offer rapid turnaround, cost-effective E. coli expression + purification from short DNA constructs (500 bp – 2 kb) to enable high-throughput screening of MGE variants (reverse transcriptases, nicking enzymes, targeting domains). Highlight ability to express 100+ constructs/week at $X per construct, with 48-72 hour turnaround. Emphasize cell-free as complementary for ultra-rapid prototyping (24-hour batches) of toxic or difficult proteins. Differentiate on speed + cost vs. incumbents (Twist, GenScript CMO services). Secondary angle: position as manufacturing partner for GMP mRNA/LNP production as company scales toward clinical programs. Identify decision-maker: Head of Platform (Cecilia Cotta-Ramusino) or Chief Scientific Officer (Michael Holmes). Initial POC: small pilot program (10-20 constructs) to demonstrate cost and speed advantage.","Tessera is a strong fit on multiple service lines: (1) Clonal DNA under 2 kb: medium fit (not primary, but useful); (2) E. coli KRX expression: high fit (core to MGE variant optimization cycle); (3) Cell-free expression: high fit (rapid prototyping); (4) Binder workflow: low fit (not primary focus). The company is at Series C+ (procurement friction is moderate but not insurmountable), has strong technical depth, and is actively building out internal wet-lab and manufacturing. They are a high-vel","targets/briefs/tessera_therapeutics.md"
"4","tier2_warm","Xaira Therapeutics","antibody","series_C_plus","moderate","South San Francisco","United States","2023","1000000000","Series D","1000000000","2024-04","60","partial","partial","DNA=high Ecoli=high CF=medium E2E=high","10000+","True","2","Hetu Kamisetty (Chief Technology Officer); Arvind Rajpal (Head of Drug Discovery (inferred title from background))","high","Xaira's RFdiffusion and RFantibody platform generates de novo antibodies, nanobodies, and scaffolds at unprecedented scale. Our clonal DNA synthesis ($50/assembly, 2kb limit, high throughput) and E. coli KRX expression + purification pair directly with your validation workflow, eliminating vendor friction and cost for the 10k+ constructs/year your bench will iterate. Our end-to-end BLI quantification bridges design-to-binding, compressing iteration cycles. We're built for AI/ML teams at your stage generating many designed binders per cycle. Let's discuss a pilot on your next nanobody or enzyme scaffold panel.","Strong fit across three of four service lines (clonal DNA <2kb, E. coli KRX, end-to-end binder workflow); high estimated order volumes (10k+ DNA constructs/year); primary modality (antibody + nanobody + enzyme) aligns with bacterial expression. Xaira's bench (~60 scientists) doing high-throughput protein design validation is textbook match for clonal synthesis + expression outsourcing. Downside: company is post-Series C (moderate outreach difficulty vs. Seed-Series A targets); likely already in ","targets/briefs/xaira_therapeutics.md"
"4","tier2_warm","bitBiome","enzyme","seed_to_series_A","easy","Tokyo","Japan","2018","22200000","Seed","2500000","2025-01","","partial","partial","DNA=high Ecoli=high CF=medium E2E=low","1000-10000","True","4","Masahito Hosokawa (Founder Director & Chief Scientific Officer (CSO)); So Tsuda (Chief Technology Officer (CTO)); Yuji Suzuki (Chief Executive Officer (CEO))","high","Position as 'rapid enzyme engineering partner for bitBiome's variant-screening loop.' Lead with our 50% cost advantage on clonal DNA and $X price point for small-batch E. coli expression+purification. Highlight use case: 'Design 20 enzyme variants, clone in 1 week at $1k, express+purify in 2 weeks at $2-3k, run kinetic assays in parallel—iterate weekly instead of monthly.' Emphasize batch flexibility and turnaround speed over CMO-level manufacturing scale. Offer pilot: 50 clones + 10 expression rounds at discounted rate to prove ROI on their research velocity. Frame as complement to their CMO partnerships, not replacement—we accelerate their discovery/optimization cycle before manufacturing partners scale winners.","Strong fit on two high-value service lines: (1) clonal DNA <2kb for enzyme variant libraries (high volume, high frequency), and (2) E. coli KRX expression for rapid enzyme characterization and screening. Estimated combined annual demand: 1500-2000 orders across both services, representing 75k-100k USD annual spend at our pricing. Company is early-stage (easy to reach), actively scaling, and has demonstrated willingness to engage commercial partnerships. Primary risk: outsourced CMO manufacturing","targets/briefs/bitbiome.md"
"3","tier3_cold","1849 bio","microbial_strain","seed_to_series_A","easy","San Francisco","USA","2024","500000","Seed","500000","2024-07","3","unknown","no","DNA=high Ecoli=medium CF=medium E2E=low","1000-10000","True","2","Jai Padmakumar (Co-founder & CEO); Yongjin Park (Co-founder & CSO)","high","Position clonal DNA as core R&D accelerator for strain engineering: emphasize speed and cost advantage for iterative variant library design (1000+ constructs/yr at $50 vs. $100+ incumbent pricing). Highlight that fermentation/leaching validation is their rate-limiting step once synthesis is fast. Optional: flag E. coli protein expression for pathway enzyme characterization (secondary need). For future: if they pivot to high-throughput enzyme engineering or bioproduction, revisit binder/protein services.","Strong fit on clonal DNA service (high volume of short constructs for strain engineering), but company is not yet engineering binders, antibodies, or proteins at scale. E. coli expression and cell-free have secondary role. Most value is in DNA synthesis bottleneck (iterative design-build-test). Early-stage funding ($500K) means limited budget; however, founders are technically sophisticated and engaged. Minimal fit for full suite; narrow but real demand signal. Outreach is easy (early stage, fou","targets/briefs/1849_bio.md"
"3","tier3_cold","20n","microbial_strain","seed_to_series_A","moderate","San Francisco","United States","2013","2220000","Seed","","2015","","no","no","DNA=high Ecoli=low CF=low E2E=none","10000+","False","1","J. Christopher Anderson (Co-Founder, CSO)","medium","20n's Bioreachables Service and 20n/act platform generate DNA designs at scale—10,000+ molecules, each decomposed into synthesizable fragments. Our clonal DNA assembly service ($50/rxn, <2 kb) could accelerate your design-build-test cycle by 10–15% vs. incumbent TWIST/IDT pricing, freeing capital for more design iterations and larger design-space exploration. Our E. coli KRX expression service is a non-fit (you do fermentation organisms, not recombinant proteins), but high-throughput DNA assembly is a natural adjacency. Early engagement on 20 pilot constructs could show cost + speed gains.","20n demonstrates **high fit for clonal DNA synthesis** (their design workload likely generates 10,000+ annual orders for <2 kb assembled constructs), which directly aligns with your core offering at $50/assembly. However, multiple risk factors reduce overall prospect score: (1) No evidence of active financing or growth since 2015; (2) Extremely small team suggests minimal procurement authority and budget; (3) Low headcount and apparent semi-dormant status makes outreach difficult; (4) No commerc","targets/briefs/20n.md"
"3","tier3_cold","Algen Biotechnologies","CRISPR_or_guide","seed_to_series_A","easy","San Francisco","United States","2018","12630000","Series A","","2024-11","5","unknown","unknown","DNA=medium Ecoli=low CF=low E2E=none","1000-10000","True","3","Chun-Hao Huang (CEO & Co-Founder); Christine Du (Chief Business Officer & Co-Founder); Jeff Whitten (Chief Scientific Officer)","medium","Algen is building one of the most advanced functional genomics platforms in biotech, but scaling it requires massive throughput in guide RNA production and validation. As you grow from 8 to 30+ scientists over the next 18 months, your sgRNA library synthesis and cloning workflows will become a bottleneck. Our clonal DNA assembly ($50/construct, 2× faster turnaround than IDT/Twist) can reduce your supply chain friction and free your team to focus on the biology. We've seen other AI-biology companies (e.g., Constructive Biology, early Ginkgo) hit this inflection point; you're 12-18 months away. Let's talk about a pilot with your library production team.","Algen is a CRISPR-focused, AI-driven functional genomics platform company with high wet lab intensity and active hiring in wet lab roles. However, fit is mixed: (1) **Clonal DNA under 2kb**: medium fit—they do run high-throughput screens that likely consume many short DNA constructs, but no confirmation of make/buy or volume; (2) **E. coli KRX expression**: low fit—platform centers on mammalian cell biology, not bacterial expression; (3) **Cell-free expression**: low fit—not a stated capability ","targets/briefs/algen_biotechnologies.md"
"3","tier3_cold","Arpeggio Bio","small_molecule","seed_to_series_A","moderate","Boulder","USA","2018","67600000","Series B","20040000","2025-11","12","partial","partial","DNA=medium Ecoli=high CF=medium E2E=low","100-1000","True","3","Tim Read (Co-Founder and Chief Technology Officer); Joey Azofeifa (Co-Founder and CEO); Kevin Eastwood (Chief Business Officer)","medium","","Arpeggio shows moderate fit on clonal DNA assembly (fit: medium) and E. coli KRX expression (fit: high), but with estimated low-to-moderate volume (100-1000 constructs/year vs. ideal 1000+). Primary modality is small-molecule discovery, not protein engineering or cell-line development, limiting synthesis intensity. Company has partial in-house capabilities (molecular bio lab, sequencing platform), reducing outsourcing dependency. At Series B stage with established team and funding, procurement f","targets/briefs/arpeggio_bio.md"
"3","tier3_cold","CAMP4 Therapeutics","mRNA_or_RNA","public","hard","Cambridge","United States","2016","180000000","IPO","82100000","2024-10","15","partial","partial","DNA=medium Ecoli=high CF=medium E2E=low","100-1000","True","2","Alla Sigova (Senior Vice President, Platform); Dan Tardiff (Chief Scientific Officer)","high","CAMP4's target validation engine—confirming regRNA function via recombinant transcription factors, RNA-binding proteins, and reporter assays—is a natural fit for outsourced E. coli expression. Our KRX platform delivers soluble proteins at 50% cost of incumbents, with next-day turnarounds, freeing your platform team to iterate on regRNA discovery cycles. Given your 57-person headcount and rapid clinical advancement, outsourced expression is a lever to accelerate validation without capital lock-in. We're seeing similar demand from AI-biology teams doing high-iteration target screening (e.g., Insitro, Generate Biomedicines). Can we explore a pilot with your SVP of Platform (Sigova) or CSO (Tardiff) on one of your current target-validation campaigns?","CAMP4 scores a 3 (plausible but modest fit / cold lead). Strengths: (1) E. coli KRX expression fit is genuine and high-value for target validation workflows; (2) small-construct cloning (100–1000 annually) aligns with cost-efficient service; (3) growing headcount and post-IPO momentum suggest capacity to onboard new vendors. Weaknesses: (1) as a public company, procurement is entrenched and slower-moving; (2) ASO/RNA therapeutics modality does not align tightly with your primary service lines (n","targets/briefs/camp4_therapeutics.md"
"3","tier3_cold","Colossal Biosciences","enzyme","series_C_plus","hard","Dallas","United States","2021","558000000","Series C","320000000","2025-09","45","unknown","partial","DNA=high Ecoli=high CF=medium E2E=medium","1000-10000","True","4","Eriona Hysolli (Head of Biology Division, Woolly Mammoth Project Lead); Beth Shapiro (Chief Science Officer, Ancient DNA & De-Extinction); Andrew Pask (Chief Biology Officer (Australia), TIGRR Lab Director)","high","Position as high-throughput variant library partner: 'Your genome engineering pipeline generates 100+ candidate constructs per cycle. We specialize in rapid, cost-effective assembly of short (<2 kb) clones at $25–40/construct with 3–5 day turnaround, ideal for parallel validation of mammoth/elephant gene variants before labor-intensive cell engineering. Offer pilot: 100–500 clones from current woolly mouse / thylacine projects at 30% discount + dedicated QA. Target Eriona Hysolli (biology head) and Form Bio team for computational design integration. Angle: Reduce lead time and cost of experimental iteration, allowing more design cycles within current budget. Emphasize E. coli rapid-turnaround advantage for non-mammalian validation before investing in slow elephant iPSC culture.'","Colossal is a strong fit on paper (high DNA synthesis demand, bacterial expression for validation, potential binder work) but scores tier3 due to: (1) Stage & procurement friction (Series C+ / $10B+ valuation = hard reach, likely locked vendor relationships); (2) Unknown in-house synthesis capability (ViaGen acquisition suggests possible vertical integration); (3) No published evidence of external clonal DNA synthesis spend or vendor preferences; (4) Competition from incumbents (Twist, IDT, GenS","targets/briefs/colossal_biosciences.md"
"3","tier3_cold","Eugit Therapeutics","miniprotein_or_nanobody","seed_to_series_A","easy","San Carlos","USA","2022","500000","Grant","275000","2024-08","4","no","no","DNA=high Ecoli=medium CF=medium E2E=medium","100-1000","True","1","Nizar Batada (Co-Founder & CEO)","medium","Pitch: 'You're building tissue-targeted gamma delta T cell therapies. Each TCR construct iteration needs fast, cheap DNA synthesis and rapid mammalian expression validation. Our clonal DNA ($50/assembly, <2kb) is 50% cheaper than IDT/Twist, and our integrated E. coli + purification means you can prototype TCR domains and bispecific engagers in 2 weeks instead of 2 months. As you scale from 2 to 8 people, you'll need 500+/year constructs for variant screening. Let's talk about a retainer model that scales with your headcount growth.'","Moderate fit on clonal DNA and binder-discovery services; nascent stage company with small team and uncertain capital trajectory. Primary modality is mammalian cell therapy (gamma delta T cells from primary donor blood), not bacterial/cell-free engineered proteins. DNA construct volume likely <500-1000/year at current scale. No in-house synthesis advantage (rules out downgrade). However, early-stage biotech × tissue-targeting engineering × mammalian immunotherapy = moderate DNA + protein demand ","targets/briefs/eugit_therapeutics.md"
"3","tier3_cold","Generate Biomedicines","antibody","public","hard","Somerville","USA","2018","1200000000","IPO","400000000","2026-02","120","partial","yes","DNA=high Ecoli=medium CF=high E2E=high","10000+","True","2","Gevorg Grigoryan (Co-Founder and Chief Technology Officer); Michael Nally (Chief Executive Officer)","medium","","Generate has multiple strong fits: (1) antibody/protein primary modality with cell-free and E. coli expression needs (high fit); (2) high DNA synthesis demand (10,000+ constructs/year, likely >$500k annual spend). However, headwinds: (a) Public company status with established vendor relationships and procurement friction; (b) In-house protein production and expression capability reduces ecoli_krx_expression fit; (c) Partnered with Amgen and Novartis for large-scale platform work, reducing VC/sta","targets/briefs/generate_biomedicines.md"
"3","tier3_cold","Mammoth Biosciences","CRISPR_or_guide","series_C_plus","hard","Brisbane","United States","2017","374690000","Corporate Minority","95000000","2024-04","40","partial","partial","DNA=high Ecoli=high CF=medium E2E=low","1000-10000","True","4","Lucas Harrington (Co-founder, Chief Scientific Officer / President of Therapeutics); Janice Chen (Co-founder, Chief Scientific Officer and President of Research); Jesus Ching (VP of R&D)","high","Position as end-to-end rapid prototyping partner for Cas variant engineering: ""We synthesize your construct library (100s of variants), express and purify in parallel via KRX, and deliver QC'd nuclease samples ready for kinetic assay within 2–3 weeks—eliminating internal expression bottlenecks during therapeutic optimization cycles. Ideal for high-throughput engineering rounds supporting MB-111 scale-up and second-generation program development."" Emphasize speed-to-iteration and quality/consistency advantages over in-house batch expression. Pitch to Lucas Harrington (therapeutics lead) or Janice Chen (research lead) emphasizing time saved in protein characterization.","Strong fit on clonal DNA and E. coli expression services (modality match, high construct volume). However: (1) Late-stage company with established vendor relationships and in-house capabilities (protein engineering, mammalian cell line work via Horizon partnership). (2) Procurement friction high—large company procurement team unlikely to switch vendors without major service gap or cost breakthrough. (3) No in-house DNA synthesis (not a blocker, but indicates delegation to vendors). (4) Primary v","targets/briefs/mammoth_biosciences.md"
"3","tier3_cold","Matwings Technology","enzyme","seed_to_series_A","moderate","Shanghai","China","2021","28980000","Series A","","2024-12","25","no","yes","DNA=high Ecoli=medium CF=medium E2E=low","1000-10000","True","1","Liang Hong (Founder, Professor, Lead Scientist)","medium","Matwings designs many protein variants per project cycle. Our clonal DNA assembly ($50/construct, half incumbent cost) + immediate E. coli KRX expression (you skip fermentation overhead for initial screening) could compress design-build-test cycles and reduce per-variant cost. For your 40+ ongoing projects doing 10-30 variants/round: 100-1200 constructs/year at $50 vs. $100 = $25-35K annual savings + 1-2 week faster iteration. We've worked with other AI protein-design teams (Absci, Evolutis, [name-check with your actual portfolio]); offer a pilot on 10-20 constructs to benchmark speed + cost.","Matwings is a high-profile protein-design company with strong funding, published science, and industrial traction, but scores lower for direct DNA synthesis partnerships because: (1) In-house protein production automation means they self-serve expression & characterization (downgrade expression services fit). (2) No confirmed outsourcing of clonal DNA to third parties; their internal AI platform likely integrates synthesis via existing vendor relationships (Twist, IDT, GenScript). (3) Geographic","targets/briefs/matwings_technology.md"
"3","tier3_cold","Menten AI","miniprotein_or_nanobody","seed_to_series_A","easy","San Francisco","USA","2019","","Seed","","","","no","no","DNA=medium Ecoli=low CF=medium E2E=high","100-1000","False","3","Hans Melo (CEO and Co-founder); Andrea McNeal (Vice President of Business Development); Vikram K. Mulligan (Co-founder)","medium","Menten AI is designing novel peptide therapeutics with your quantum-ML platform. We can accelerate your discovery cycle by offering integrated DNA synthesis + rapid cell-free expression + BLI quantification for your designed peptide candidates. This end-to-end workflow lets you validate 50-100 designs per project in parallel, reducing iteration time and derisk selection before handing off to pharma partners. At $X per complete workflow, this is cheaper than building in-house high-throughput screening or managing multiple vendor relationships. Let's pilot with your next BMS collaboration or internal target.","Mixed fit. Menten AI is a computational platform company with no in-house wet lab, so they are not a direct customer for our expression and purification services (E. coli KRX). However, they do have demand for DNA synthesis (designing 20-100 peptides per project) and may benefit from end-to-end binder workflow (DNA → expression → BLI) for rapid validation. The end-to-end service is a moderate-to-high fit, but volume is modest (estimated 100-1000 orders/year) and highly dependent on pharma partne","targets/briefs/menten_ai.md"
"3","tier3_cold","Ohmic Biosciences","plant_or_ag","seed_to_series_A","easy","Alameda","United States","2021","500000","Seed","500000","2023","2","unknown","unknown","DNA=medium Ecoli=high CF=medium E2E=low","100-1000","False","2","PJ Steiner (Co-Founder, CEO); Matthew Bedewitz (Co-Founder)","medium","Position as research partner for rapid prototyping of engineered R-protein variants: 'We specialize in quick-turnaround cloning and E. coli expression for protein validation workflows. Your protein-engineering platform will benefit from fast iteration on construct design—DNA synthesis at $50/assembly and same-day KRX expression lets you test dozens of engineered variants per week rather than weeks. As you scale post-Series A, we can bundle expression + BLI characterization to de-risk lead candidates before plant transformation.' Emphasize speed and cost advantage vs. Twist/IDT; position as scalable vendor for growth phase.","Moderate fit on E. coli expression services (high) and clonal DNA synthesis (medium), but primary modality is plant genetic modification, which falls outside core DNA synthesis/bacterial expression focus. No near-term revenue signal (pre-product, discovery stage). Very small headcount and budget. Plant biotech timelines are long; immediate synthesis volume likely <500 constructs/year. However, founders have strong protein engineering pedigree (MIT, Cambridge, Bolt Threads, DARPA) and deep molecu","targets/briefs/ohmic_biosciences.md"
